Client_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Years_At_Job,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_Amount,Loan_Term_Months,Interest_Rate,Previous_Defaults,Loan_Purpose,Collateral_Provided,Late_Payments_6m,Loan_Status,Default_Risk
717,31,Female,Married,Master,Self-employed,2,38323,471,0.11,29811,24,13.92,4,Personal,Yes,0,Rejected,Low
718,32,Female,Single,High School,Unemployed,14,38019,386,0.46,33074,48,10.11,2,Home,No,4,Approved,Low
719,30,Male,Single,High School,Unemployed,28,95426,422,0.36,25595,36,9.5,1,Home,Yes,1,Approved,Low
720,52,Female,Widowed,PhD,Employed,31,60863,597,0.4,49194,60,14.51,1,Business,Yes,3,Approved,Low
721,36,Male,Married,PhD,Retired,25,140953,783,0.42,31853,36,10.34,0,Personal,Yes,2,Approved,Low
722,28,Male,Single,High School,Employed,15,131023,464,0.36,13183,36,5.74,4,Car,No,1,Approved,Medium
723,58,Male,Married,High School,Employed,24,30283,682,0.39,25661,72,6.15,1,Home,Yes,0,Approved,Medium
724,32,Female,Divorced,High School,Employed,27,38279,508,0.44,46169,24,11.32,4,Personal,Yes,0,Approved,Low
725,44,Female,Divorced,High School,Unemployed,8,66999,731,0.48,41495,12,11.69,0,Car,Yes,2,Approved,Medium
726,48,Male,Divorced,Bachelor,Employed,0,82780,688,0.46,18703,36,6.29,4,Home,Yes,4,Rejected,Medium
727,28,Male,Widowed,High School,Employed,28,42908,523,0.53,35815,48,6.82,0,Personal,No,2,Approved,High
728,48,Female,Married,PhD,Retired,21,81584,302,0.19,34565,12,14.89,0,Business,No,3,Approved,Medium
729,56,Male,Divorced,Master,Retired,15,146278,671,0.3,27942,48,3.77,3,Other,Yes,2,Rejected,Low
730,46,Male,Single,Bachelor,Employed,6,133002,745,0.57,47986,48,7.56,4,Other,Yes,0,Rejected,Low
731,28,Female,Divorced,High School,Retired,13,70225,415,0.3,38161,12,3.28,2,Home,No,4,Rejected,Medium
732,48,Male,Divorced,Master,Retired,28,57952,569,0.16,46803,12,12.76,3,Home,No,4,Rejected,Low
733,48,Female,Divorced,Bachelor,Employed,18,120706,746,0.36,14716,48,3.65,0,Personal,No,5,Approved,Low
734,57,Male,Widowed,Master,Unemployed,18,57663,667,0.15,46563,24,10.93,2,Other,Yes,2,Rejected,Low
735,61,Female,Single,High School,Employed,1,142019,552,0.2,38349,60,3.21,1,Home,No,3,Rejected,Low
736,56,Male,Married,High School,Retired,14,129708,616,0.6,47899,72,10.91,1,Car,Yes,0,Rejected,Low
737,47,Male,Single,PhD,Unemployed,2,81381,714,0.37,5132,60,13.04,3,Home,No,1,Rejected,Low
738,37,Female,Married,High School,Self-employed,10,67929,394,0.24,8385,24,7.49,2,Other,No,4,Approved,Low
739,29,Male,Widowed,High School,Unemployed,29,29343,323,0.6,41538,72,9.03,4,Education,Yes,2,Rejected,Medium
740,53,Female,Widowed,Bachelor,Retired,39,96173,349,0.58,40036,12,7.52,2,Other,No,5,Rejected,Low
741,40,Male,Widowed,PhD,Unemployed,17,120260,801,0.32,38743,72,6.26,3,Car,Yes,3,Rejected,Low
742,33,Female,Widowed,Bachelor,Employed,1,59791,797,0.23,45373,48,12.54,4,Personal,No,3,Rejected,Low
743,48,Female,Married,Master,Self-employed,31,49134,634,0.52,12213,60,5.9,4,Car,Yes,0,Approved,Low
744,68,Female,Divorced,High School,Self-employed,7,132366,378,0.46,49223,72,11.54,1,Education,No,4,Rejected,Low
745,49,Female,Married,Master,Self-employed,21,67101,326,0.44,31119,48,5.08,2,Education,No,0,Rejected,Low
746,33,Male,Single,Bachelor,Retired,5,89443,570,0.55,7835,24,5.62,4,Home,Yes,5,Rejected,Low
747,66,Male,Widowed,High School,Retired,11,119111,546,0.44,7738,72,6.71,3,Home,Yes,1,Approved,Medium
748,55,Female,Widowed,High School,Self-employed,39,77530,686,0.24,47317,48,9.86,1,Other,Yes,1,Rejected,Low
749,26,Female,Single,Bachelor,Unemployed,35,66799,660,0.45,9134,24,8.18,4,Business,Yes,1,Rejected,Low
750,38,Female,Married,Bachelor,Self-employed,14,24827,787,0.25,30892,12,11.81,2,Car,No,3,Approved,Low
751,25,Male,Divorced,Bachelor,Unemployed,27,116143,651,0.48,44601,24,5.17,1,Other,No,4,Rejected,Medium
752,67,Male,Divorced,Bachelor,Unemployed,17,82653,555,0.41,13353,24,2.63,2,Business,No,0,Approved,Medium
753,45,Male,Single,Bachelor,Retired,1,33699,521,0.14,20690,60,12.21,2,Other,No,0,Approved,Medium
754,22,Male,Divorced,High School,Unemployed,12,122828,300,0.36,6909,48,12.77,2,Education,No,5,Rejected,Low
755,30,Female,Married,Bachelor,Self-employed,14,133497,845,0.27,30703,72,3.24,1,Home,No,1,Rejected,Low
756,50,Female,Married,High School,Retired,19,111419,745,0.26,19496,60,10.14,4,Home,Yes,4,Approved,Low
757,65,Female,Single,High School,Employed,28,134527,378,0.4,17062,36,7.23,0,Other,No,4,Approved,Medium
758,25,Male,Married,Bachelor,Employed,28,136972,535,0.26,14850,24,12.42,4,Home,No,5,Rejected,Low
759,53,Male,Widowed,Bachelor,Retired,2,25313,633,0.49,32701,36,13.43,1,Personal,Yes,2,Approved,High
760,21,Male,Single,PhD,Self-employed,18,33598,648,0.14,39731,60,13.14,0,Other,No,4,Approved,Medium
761,38,Female,Married,High School,Employed,2,131362,397,0.43,10153,48,12.22,0,Education,No,4,Rejected,Medium
762,52,Female,Single,Bachelor,Employed,13,135445,381,0.5,15481,60,5.86,0,Other,No,0,Approved,Low
763,67,Male,Divorced,Bachelor,Unemployed,39,48807,801,0.44,38734,48,12.65,3,Other,Yes,5,Approved,Medium
764,69,Female,Married,Bachelor,Unemployed,3,90423,776,0.35,5889,48,9.17,1,Home,Yes,4,Approved,Low
765,31,Male,Widowed,PhD,Self-employed,10,89390,849,0.58,24445,12,3.16,3,Education,No,4,Approved,Low
766,41,Male,Married,PhD,Retired,30,65226,313,0.25,11461,24,8.21,0,Other,Yes,0,Approved,Low
767,46,Female,Single,Master,Self-employed,31,79550,691,0.11,43934,60,14.28,3,Home,No,4,Approved,Medium
768,45,Male,Single,High School,Retired,26,100072,646,0.32,33205,48,13.6,3,Car,No,0,Rejected,Low
769,42,Female,Married,Master,Employed,29,23558,609,0.12,28351,60,3.78,1,Education,No,2,Approved,Low
770,47,Male,Widowed,Bachelor,Unemployed,1,95308,685,0.58,21006,60,11.8,2,Business,Yes,3,Rejected,Low
771,69,Female,Widowed,PhD,Self-employed,8,70113,508,0.2,49149,48,12.57,3,Personal,No,0,Rejected,Medium
772,33,Female,Widowed,PhD,Self-employed,27,72999,656,0.49,15940,72,5.89,3,Business,No,0,Rejected,Medium
773,53,Female,Single,Master,Retired,30,75878,393,0.49,16258,36,8.4,0,Education,No,4,Rejected,Medium
774,54,Male,Married,PhD,Retired,33,56343,392,0.21,29485,24,11.39,0,Other,No,0,Rejected,Low
775,61,Male,Divorced,Bachelor,Self-employed,14,78219,639,0.41,28763,24,7.99,0,Home,No,5,Rejected,Low
776,55,Female,Single,PhD,Retired,24,55186,744,0.12,45048,72,3.91,4,Education,Yes,1,Rejected,Low
777,21,Female,Widowed,Master,Self-employed,35,56966,321,0.34,6067,12,11.32,3,Personal,No,1,Rejected,Low
778,41,Male,Married,Bachelor,Self-employed,7,53769,590,0.11,25607,72,13.9,0,Education,Yes,2,Approved,High
779,68,Male,Widowed,Master,Self-employed,8,139932,784,0.56,48883,12,10.66,1,Home,No,0,Rejected,Low
780,26,Male,Divorced,PhD,Employed,36,146264,605,0.59,14018,12,12.17,4,Business,Yes,5,Rejected,Low
781,48,Female,Widowed,Master,Retired,38,125423,427,0.21,20187,72,6.98,2,Car,No,4,Rejected,Low
782,37,Male,Widowed,Master,Unemployed,31,73218,572,0.2,42375,24,4.79,3,Business,No,4,Approved,Medium
783,25,Male,Divorced,High School,Unemployed,16,39229,741,0.48,8985,36,10.53,3,Home,Yes,3,Rejected,Low
784,51,Female,Married,PhD,Retired,34,95209,802,0.23,48052,24,6.6,1,Home,Yes,2,Approved,Low
785,25,Male,Single,PhD,Self-employed,36,47877,429,0.55,24563,24,13.25,2,Personal,No,5,Rejected,Medium
786,58,Male,Married,Master,Unemployed,18,78001,431,0.39,42306,24,4.03,2,Education,Yes,5,Rejected,Low
787,23,Male,Divorced,High School,Unemployed,28,117137,781,0.28,23608,72,7.92,4,Education,Yes,4,Approved,Medium
788,43,Female,Widowed,PhD,Retired,6,58084,689,0.52,44139,72,7.46,3,Business,No,3,Rejected,Low
789,57,Female,Married,Bachelor,Unemployed,27,101780,624,0.35,6726,72,14.23,0,Car,No,4,Approved,Medium
790,57,Female,Single,Master,Self-employed,8,112892,368,0.56,31582,24,4.41,1,Car,No,3,Approved,Low
791,30,Female,Divorced,PhD,Retired,27,36806,747,0.56,10791,36,2.62,1,Personal,No,1,Rejected,Low
792,30,Female,Married,Bachelor,Self-employed,5,108635,827,0.18,13458,12,5.48,1,Home,No,5,Rejected,Medium
793,39,Female,Single,PhD,Unemployed,28,130177,464,0.1,22221,60,12.75,1,Personal,Yes,1,Approved,Low
794,37,Female,Divorced,Bachelor,Unemployed,16,57034,787,0.59,25968,12,5.12,0,Education,No,4,Approved,Low
795,41,Male,Single,Master,Self-employed,15,60317,725,0.55,22070,12,5.51,0,Other,Yes,2,Rejected,Low
796,34,Male,Divorced,PhD,Employed,22,75468,564,0.13,32937,60,4.12,4,Other,No,0,Rejected,Medium
797,29,Female,Widowed,PhD,Unemployed,30,39094,641,0.52,46831,24,11.44,3,Other,No,2,Rejected,Low
798,66,Male,Married,High School,Employed,2,77796,577,0.33,47933,36,3.36,0,Home,Yes,2,Approved,High
799,21,Male,Single,Master,Unemployed,20,30589,738,0.23,42415,36,6.64,4,Personal,No,0,Rejected,High
800,65,Female,Divorced,Bachelor,Employed,25,77221,456,0.54,47770,12,6.03,2,Business,Yes,5,Approved,Medium
801,33,Male,Single,PhD,Employed,35,144855,721,0.2,25802,60,9.44,3,Education,Yes,1,Rejected,Low
802,24,Male,Single,PhD,Employed,36,21657,550,0.57,48601,48,11.63,0,Other,Yes,1,Approved,Low
803,21,Male,Married,Bachelor,Self-employed,21,118300,829,0.2,15420,24,9.16,2,Car,No,5,Approved,Medium
804,69,Male,Widowed,Master,Employed,11,137229,626,0.41,11642,12,14.14,4,Personal,No,0,Rejected,Low
805,60,Male,Single,High School,Employed,12,59531,396,0.21,24775,36,14.39,0,Education,No,3,Approved,Low
806,52,Female,Divorced,High School,Employed,10,72227,812,0.37,33754,72,7.02,0,Education,No,2,Approved,Low
807,54,Female,Divorced,PhD,Unemployed,15,23164,515,0.44,48310,72,12.22,2,Car,No,4,Approved,Low
808,48,Female,Widowed,Bachelor,Employed,7,113078,431,0.2,9357,60,11.74,0,Car,No,1,Approved,Low
809,51,Male,Divorced,PhD,Unemployed,39,103973,559,0.36,26263,60,13.66,1,Car,Yes,5,Approved,Low
810,28,Female,Widowed,Bachelor,Employed,39,61247,424,0.33,18201,12,8.1,0,Other,No,4,Rejected,Medium
811,59,Male,Divorced,High School,Employed,1,124041,381,0.14,7739,48,9.13,3,Other,No,0,Rejected,Low
812,46,Male,Married,Master,Self-employed,29,39601,582,0.51,18231,36,7.7,2,Personal,No,4,Approved,Low
813,54,Male,Single,Bachelor,Unemployed,29,113966,358,0.27,47278,12,13.13,3,Car,No,4,Rejected,Low
814,23,Male,Married,High School,Employed,11,70599,843,0.39,47495,48,5.37,4,Business,Yes,2,Approved,Low
815,32,Female,Single,PhD,Unemployed,9,91545,460,0.36,26168,60,5.5,3,Education,Yes,0,Approved,Low
816,21,Female,Single,Bachelor,Unemployed,10,135295,583,0.36,37624,72,7.16,1,Car,Yes,4,Rejected,Medium
817,64,Male,Single,Master,Retired,14,24552,405,0.15,15635,24,5.38,1,Education,Yes,1,Approved,High
818,25,Female,Married,PhD,Self-employed,15,136452,404,0.31,14964,72,9.51,3,Home,Yes,0,Approved,Low
819,50,Male,Single,PhD,Self-employed,16,29417,738,0.33,32785,36,4.18,4,Home,No,1,Approved,Low
820,50,Female,Married,High School,Self-employed,25,78579,527,0.47,34510,36,6.5,0,Car,Yes,5,Rejected,Low
821,37,Female,Widowed,Bachelor,Retired,1,127525,617,0.52,22261,72,13.92,1,Education,Yes,5,Rejected,High
822,68,Male,Divorced,PhD,Retired,11,88207,763,0.37,24254,72,7.62,3,Home,No,3,Approved,Medium
823,67,Female,Divorced,Master,Self-employed,25,92055,771,0.14,16392,48,11.85,3,Car,No,5,Approved,Medium
824,43,Male,Single,Bachelor,Retired,22,122266,355,0.22,17336,12,3.92,3,Education,Yes,4,Approved,Low
825,35,Female,Married,Master,Retired,17,98270,312,0.18,16939,60,5.59,0,Car,No,0,Approved,High
826,57,Male,Divorced,PhD,Retired,31,131426,739,0.16,32412,48,12.59,2,Other,No,5,Approved,Low
827,41,Male,Married,Master,Self-employed,37,137865,317,0.28,21676,24,12.04,4,Education,Yes,1,Rejected,Low
828,34,Female,Married,High School,Self-employed,2,23722,412,0.21,14843,72,7.33,2,Home,No,4,Rejected,Medium
829,22,Female,Single,Master,Self-employed,37,90442,528,0.21,30112,24,14.43,4,Car,Yes,5,Rejected,High
830,31,Male,Divorced,Bachelor,Retired,2,115632,470,0.13,35598,24,13.88,4,Home,Yes,2,Rejected,Low
831,59,Female,Single,Master,Self-employed,29,60031,594,0.11,40454,48,14.53,3,Car,No,1,Approved,Low
832,58,Female,Single,Master,Retired,0,99235,488,0.15,38001,60,7.85,1,Personal,Yes,1,Approved,Low
833,54,Male,Divorced,High School,Employed,29,41438,725,0.19,32228,36,4.97,3,Home,Yes,3,Rejected,Low
834,58,Male,Divorced,Master,Retired,31,78819,378,0.32,19429,12,10.33,0,Home,No,2,Rejected,Low
835,54,Female,Widowed,Master,Unemployed,27,63856,481,0.36,23758,36,11.06,4,Business,No,3,Approved,High
836,38,Male,Widowed,PhD,Self-employed,20,53576,798,0.17,7272,60,4.07,1,Other,No,5,Rejected,Medium
837,50,Male,Married,PhD,Self-employed,12,61938,370,0.31,22350,36,12.33,4,Home,No,2,Approved,Medium
838,35,Male,Divorced,Bachelor,Unemployed,26,69028,547,0.27,27538,72,2.73,4,Education,Yes,1,Approved,Medium
839,47,Female,Widowed,PhD,Retired,35,79807,445,0.19,8400,72,8.53,3,Car,No,3,Approved,Low
840,54,Female,Married,PhD,Employed,6,69877,595,0.1,20371,48,6.64,1,Personal,No,4,Rejected,Medium
841,58,Male,Married,PhD,Unemployed,21,117783,769,0.33,42310,24,11.75,1,Education,Yes,2,Rejected,Low
842,53,Female,Married,PhD,Unemployed,9,63461,805,0.44,41291,60,6.41,4,Education,Yes,1,Rejected,Low
843,44,Male,Widowed,High School,Retired,38,113474,492,0.21,23147,60,12.84,1,Education,Yes,0,Rejected,Low
844,35,Female,Divorced,PhD,Self-employed,14,60469,367,0.17,8291,36,9.94,1,Education,Yes,2,Rejected,Low
845,50,Male,Single,High School,Retired,14,103136,793,0.54,40256,48,12.42,3,Personal,No,2,Approved,Medium
846,62,Male,Married,High School,Unemployed,3,40435,351,0.24,15892,36,14.87,2,Business,No,5,Rejected,High
847,37,Female,Widowed,PhD,Unemployed,31,104117,662,0.21,39326,36,10.99,0,Other,Yes,4,Approved,Low
848,25,Male,Widowed,Master,Self-employed,22,34191,773,0.53,42458,60,14.81,2,Home,Yes,5,Approved,Medium
849,49,Female,Single,High School,Self-employed,5,104726,820,0.51,43889,36,2.86,1,Education,Yes,2,Approved,Low
850,24,Female,Single,Master,Self-employed,23,143658,730,0.32,49966,24,6.73,4,Home,Yes,2,Rejected,Medium
851,30,Male,Widowed,Master,Retired,19,135660,597,0.34,42207,36,3.85,0,Home,No,4,Rejected,Low
852,37,Male,Divorced,PhD,Self-employed,36,47386,734,0.21,45288,24,5.78,0,Education,Yes,4,Rejected,Low
853,30,Female,Single,Bachelor,Unemployed,19,51721,497,0.14,30995,60,12.99,4,Business,No,3,Rejected,Low
854,37,Male,Widowed,PhD,Unemployed,11,74786,427,0.39,10409,48,2.9,0,Home,Yes,1,Rejected,Medium
855,40,Male,Single,Bachelor,Employed,32,33704,831,0.15,47438,72,9,4,Car,No,1,Rejected,Low
856,44,Male,Divorced,Bachelor,Retired,27,76635,710,0.32,49874,24,9.59,0,Home,No,3,Rejected,High
857,25,Male,Married,PhD,Employed,7,22123,364,0.57,49702,48,9.51,2,Other,No,1,Rejected,Low
858,54,Male,Single,PhD,Unemployed,0,110710,540,0.58,34823,48,8.44,0,Education,No,2,Approved,High
859,26,Female,Divorced,Bachelor,Employed,36,129837,668,0.22,12869,24,12.38,3,Personal,Yes,3,Rejected,Medium
860,22,Female,Widowed,PhD,Unemployed,21,134912,835,0.41,40724,60,4.17,4,Home,No,3,Approved,Low
861,33,Male,Single,Bachelor,Employed,5,82993,683,0.34,27401,12,6.38,0,Business,Yes,1,Approved,Low
862,63,Male,Single,Master,Self-employed,20,132752,730,0.54,30958,48,10.2,4,Car,No,0,Approved,Medium
863,63,Male,Widowed,PhD,Employed,31,100122,382,0.24,15766,48,11.14,3,Car,No,1,Approved,Medium
864,68,Female,Married,Master,Self-employed,34,117512,585,0.1,24768,60,7.55,0,Personal,Yes,5,Rejected,Medium
865,31,Male,Widowed,High School,Self-employed,14,45416,833,0.18,35794,60,13.44,0,Other,Yes,0,Rejected,Low
866,67,Female,Single,Master,Retired,4,21814,758,0.27,31145,36,7.69,3,Personal,No,3,Approved,Low
867,43,Female,Widowed,Master,Self-employed,5,98537,511,0.26,15086,60,7.53,3,Other,No,0,Approved,High
868,36,Female,Divorced,Bachelor,Self-employed,24,70258,425,0.5,48203,48,2.95,3,Home,Yes,2,Approved,Low
869,51,Male,Widowed,Master,Employed,39,36508,712,0.44,31442,24,9.39,4,Education,No,4,Rejected,Low
870,31,Female,Single,PhD,Unemployed,28,105166,798,0.25,21412,12,11.36,3,Business,Yes,0,Approved,Low
871,36,Male,Widowed,Bachelor,Retired,6,98916,724,0.33,30596,36,3.93,4,Car,Yes,5,Approved,Medium
872,28,Female,Married,High School,Self-employed,39,133710,842,0.15,15255,24,6.32,2,Personal,Yes,4,Rejected,Medium
873,24,Male,Widowed,PhD,Retired,12,55699,457,0.55,47406,12,12.27,0,Business,No,2,Approved,Low
874,60,Female,Married,High School,Employed,37,66335,411,0.57,45524,12,7.07,0,Other,No,5,Rejected,Low
875,24,Male,Divorced,Master,Self-employed,17,66806,701,0.59,28332,12,5.52,1,Education,Yes,4,Rejected,Low
876,45,Female,Married,PhD,Employed,1,97853,421,0.53,49624,72,10.9,2,Car,Yes,2,Approved,Low
877,23,Male,Widowed,PhD,Retired,7,83768,572,0.19,20764,24,4.96,3,Car,Yes,4,Approved,Low
878,52,Male,Single,High School,Employed,10,55739,593,0.12,32563,36,13.7,3,Other,Yes,4,Approved,High
879,23,Male,Married,PhD,Retired,32,54785,697,0.39,27139,36,3.82,2,Education,No,1,Rejected,Low
880,47,Male,Divorced,PhD,Employed,37,51980,770,0.56,41370,12,11.33,3,Car,Yes,5,Rejected,Low
881,49,Female,Married,PhD,Retired,26,109335,506,0.19,10062,24,8.74,1,Education,No,5,Rejected,Medium
882,52,Female,Married,Master,Unemployed,19,120719,409,0.1,49645,72,13.37,4,Car,Yes,0,Approved,Low
883,39,Male,Married,High School,Employed,11,114702,739,0.5,12244,12,4.08,0,Home,No,5,Approved,Low
884,41,Female,Divorced,PhD,Employed,30,105016,577,0.14,11372,60,10.97,2,Other,No,5,Approved,Low
885,25,Male,Widowed,Bachelor,Unemployed,26,21609,781,0.31,44873,36,9.65,0,Education,No,4,Approved,Low
886,38,Male,Married,Bachelor,Unemployed,31,86253,413,0.44,24965,48,8.5,4,Business,No,3,Approved,High
887,48,Female,Married,Bachelor,Employed,9,105481,776,0.22,49997,12,8.64,2,Home,No,1,Approved,Low
888,62,Male,Single,Bachelor,Unemployed,2,111128,620,0.14,21956,60,11.52,4,Business,Yes,0,Rejected,Low
889,42,Male,Divorced,Master,Self-employed,26,48141,478,0.49,45473,36,14.22,3,Other,Yes,1,Rejected,Medium
890,41,Female,Married,PhD,Retired,34,50009,518,0.42,18894,72,3.64,3,Car,No,0,Rejected,High
891,26,Male,Divorced,High School,Retired,30,147581,827,0.59,38382,24,2.74,3,Business,Yes,2,Approved,Low
892,21,Male,Married,PhD,Retired,14,130966,791,0.27,9050,36,12.57,4,Home,Yes,4,Rejected,Low
893,25,Male,Widowed,Master,Self-employed,15,26782,360,0.13,21709,24,3.85,4,Education,Yes,5,Rejected,High
894,61,Male,Widowed,Bachelor,Unemployed,12,112072,353,0.47,20722,24,14.83,4,Personal,Yes,5,Rejected,Low
895,32,Female,Married,Master,Unemployed,34,119352,837,0.36,20210,72,10.24,0,Business,Yes,3,Approved,Medium
896,46,Female,Widowed,PhD,Employed,10,45933,364,0.21,41545,72,10.64,4,Personal,Yes,1,Approved,Medium
897,66,Female,Married,High School,Unemployed,20,97154,470,0.49,43674,12,4.99,3,Other,Yes,1,Rejected,Medium
898,54,Male,Widowed,Master,Employed,10,28307,572,0.2,39489,12,5.5,1,Business,No,1,Approved,Low
899,69,Male,Single,High School,Self-employed,29,112207,834,0.23,22733,36,10.74,4,Business,Yes,5,Approved,Low
900,34,Female,Single,Master,Retired,34,126209,690,0.15,25080,72,13.87,1,Education,Yes,1,Approved,Medium
901,46,Male,Single,High School,Retired,21,128297,626,0.3,41664,60,14.78,3,Car,Yes,4,Approved,Low
902,65,Male,Divorced,High School,Retired,37,95874,407,0.31,44709,36,4.98,4,Home,No,0,Rejected,Low
903,47,Male,Divorced,Bachelor,Unemployed,30,58346,461,0.36,43014,48,4.18,0,Home,No,5,Approved,Low
904,29,Male,Single,High School,Employed,13,132138,751,0.45,46152,24,3.21,0,Home,Yes,4,Rejected,Low
905,46,Female,Divorced,Bachelor,Employed,23,70772,505,0.55,32250,24,13.35,1,Other,No,2,Rejected,High
906,67,Female,Widowed,PhD,Self-employed,31,92084,315,0.17,25229,12,6.18,0,Car,No,4,Approved,Low
907,42,Female,Married,PhD,Unemployed,35,60149,626,0.13,21475,60,2.52,0,Personal,Yes,4,Approved,High
908,67,Male,Married,Bachelor,Self-employed,31,106700,301,0.11,48876,72,5.3,0,Home,No,2,Approved,Low
909,50,Female,Married,Bachelor,Employed,14,47526,309,0.17,34011,72,6.76,3,Personal,Yes,4,Rejected,Low
910,63,Female,Single,Master,Employed,34,116758,733,0.43,13128,12,14.89,0,Car,No,0,Rejected,Low
911,68,Male,Divorced,Master,Retired,2,105712,424,0.46,37450,48,9.04,2,Other,Yes,5,Rejected,Medium
912,37,Male,Widowed,Master,Unemployed,15,148447,380,0.49,23897,36,5.06,4,Car,No,3,Rejected,Medium
913,46,Female,Widowed,PhD,Employed,4,88477,784,0.22,13168,36,6.69,0,Education,Yes,2,Rejected,Low
914,56,Female,Single,Master,Retired,20,25695,449,0.25,11861,60,6.63,0,Home,Yes,5,Rejected,High
915,21,Female,Widowed,High School,Unemployed,9,59169,639,0.34,46758,12,2.75,0,Other,No,1,Rejected,Low
916,28,Female,Widowed,High School,Self-employed,18,67947,428,0.13,18750,12,4.19,2,Education,Yes,0,Approved,Medium
917,69,Male,Widowed,Master,Unemployed,24,67224,737,0.41,21988,48,11.19,0,Home,Yes,3,Rejected,High
918,55,Female,Widowed,High School,Unemployed,3,65865,800,0.59,7979,36,4,0,Car,No,0,Rejected,Medium
919,35,Female,Divorced,PhD,Employed,28,45553,357,0.28,28524,12,5.38,4,Car,Yes,0,Rejected,High
920,67,Male,Widowed,High School,Employed,18,124501,497,0.48,12065,72,6.88,2,Business,Yes,1,Rejected,Low
921,42,Female,Married,PhD,Unemployed,1,80410,510,0.35,42684,60,11.97,2,Business,No,3,Approved,Low
922,34,Male,Single,Bachelor,Employed,9,123754,344,0.16,28184,36,9.78,0,Car,Yes,0,Rejected,Low
923,46,Male,Divorced,Bachelor,Employed,24,110895,396,0.39,38365,48,11.11,2,Car,No,1,Rejected,Low
924,48,Male,Widowed,Bachelor,Employed,19,44816,578,0.25,28704,60,9.59,1,Personal,Yes,2,Approved,Medium
925,43,Female,Divorced,Bachelor,Retired,18,75026,834,0.12,10622,24,11.04,2,Personal,No,1,Approved,Low
926,34,Female,Widowed,High School,Retired,22,70705,709,0.42,23261,72,2.54,2,Education,No,4,Rejected,Medium
927,44,Male,Married,Master,Unemployed,23,81922,760,0.53,49932,48,14.14,2,Business,Yes,5,Rejected,Low
928,22,Female,Single,High School,Employed,10,135700,690,0.27,33419,60,3.89,3,Business,No,1,Rejected,Low
929,65,Female,Widowed,PhD,Retired,33,93914,343,0.3,39467,12,7.58,3,Car,Yes,1,Rejected,Medium
930,46,Male,Widowed,High School,Unemployed,27,21881,326,0.55,30605,24,12.14,3,Car,Yes,1,Rejected,Low
931,34,Male,Widowed,High School,Employed,4,59567,396,0.51,34171,48,7.94,2,Education,No,0,Rejected,Medium
932,27,Female,Widowed,PhD,Self-employed,4,67365,847,0.46,27164,12,14.34,1,Other,Yes,3,Approved,Low
933,23,Male,Single,Bachelor,Employed,20,147928,518,0.22,18796,72,8.34,2,Other,Yes,1,Approved,Medium
934,67,Female,Single,Bachelor,Employed,11,99211,484,0.56,41854,24,13.44,0,Other,No,1,Rejected,Low
935,43,Female,Married,Bachelor,Retired,3,90122,368,0.18,36320,36,12.64,1,Business,Yes,4,Rejected,Low
936,66,Female,Single,Master,Unemployed,19,45006,429,0.41,5665,12,14.76,3,Personal,Yes,4,Rejected,Medium
937,63,Female,Widowed,PhD,Unemployed,37,61198,633,0.11,37694,60,14.08,4,Other,No,2,Approved,Medium
938,67,Male,Married,PhD,Retired,24,42831,453,0.42,29230,48,13.73,1,Home,Yes,2,Rejected,Low
939,65,Male,Married,High School,Employed,13,120649,846,0.24,27995,24,11.65,3,Education,Yes,4,Approved,Low
940,38,Male,Married,Master,Self-employed,10,36459,378,0.32,31784,12,7.09,1,Other,No,3,Approved,Low
941,58,Male,Widowed,Bachelor,Employed,31,52443,712,0.27,19605,36,3.83,1,Home,Yes,2,Rejected,Low
942,55,Female,Divorced,Master,Employed,10,62316,845,0.19,22463,48,11.11,2,Other,Yes,5,Approved,Medium
943,35,Female,Widowed,PhD,Self-employed,17,116131,468,0.41,13419,48,14.73,0,Personal,No,5,Rejected,Medium
944,45,Male,Single,PhD,Retired,26,84486,814,0.54,38837,12,11.58,4,Personal,Yes,3,Approved,Low
945,57,Female,Single,High School,Unemployed,17,25877,613,0.58,10263,36,14.11,3,Other,Yes,4,Rejected,Low
946,48,Female,Widowed,High School,Retired,22,59553,331,0.2,45719,72,12.55,1,Home,No,2,Rejected,Medium
947,30,Female,Widowed,PhD,Retired,10,134137,586,0.46,39131,72,4.54,4,Education,No,1,Approved,Low
948,59,Male,Married,Bachelor,Employed,20,24922,342,0.43,42276,24,5.62,1,Home,Yes,4,Approved,Medium
949,37,Male,Widowed,Bachelor,Unemployed,4,142778,300,0.27,39523,12,6.77,0,Education,Yes,2,Approved,Low
950,59,Male,Married,Master,Unemployed,22,137018,569,0.11,5519,24,4.6,4,Other,No,3,Rejected,Medium
951,42,Female,Single,PhD,Retired,24,24686,479,0.44,36106,72,9.77,3,Education,Yes,5,Approved,Low
952,46,Male,Married,PhD,Self-employed,9,52766,817,0.57,49504,48,14.69,1,Car,Yes,3,Approved,Medium
953,64,Male,Widowed,Bachelor,Retired,21,99943,402,0.42,15514,24,12.02,0,Business,Yes,2,Rejected,Low
954,45,Male,Single,Bachelor,Self-employed,18,52006,309,0.32,12233,36,7.79,4,Business,No,3,Rejected,Low
955,37,Male,Divorced,PhD,Unemployed,0,51422,389,0.36,6102,60,2.56,1,Personal,Yes,2,Approved,Medium
